Id,Heading,Politik,Utbildning,Religion,Miljo,Ekonomi,LivsstilFritt,SamhalleKonflikter,Halsa,Idrott,VetenskapTeknik
1072,Ny associationsrätt för medlemsbanker,0,0,0,0,1,0,0,0,0,0
1073,Extra ändringsbudget för 2020 - Stöd vid korttidsarbete och andra åtgärder med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1074,Extra ändringsbudget för 2020 - Kreditgarantier till flygföretag med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1075,"Ändringar i statens budget för 2020 - Anstånd med inbetalning av skatt i vissa fall, med anledning av coronaviruset",0,0,0,0,1,0,0,1,0,0
1076,Kreditgarantier för lån till företag med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1077,Ytterligare åtgärder på skatteområdet med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1078,Förändringar i arbetslöshetsförsäkringen och studiestödet samt andra åtgärder med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1079,Medgivande för Riksbanken att ingå ett avtal om lån till Internationella valutafonden (IMF),1,0,0,0,1,0,0,0,0,0
1080,Rättelse i lagen om näringsförbud,1,0,0,0,1,0,0,0,0,0
1081,Anpassningar av reglerna om stöd vid korttidsarbete och tillfälliga anstånd samt ett effektivare informationsutbyte inom Skatteverket m.m. med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1082,AP-fondernas verksamhet t.o.m. 2018,0,0,0,0,1,0,0,0,0,0
1083,"Stöd till hälso- och sjukvården, utbildningsinsatser och andra åtgärder med anledning av coronaviruset",0,0,0,0,1,0,0,1,0,0
1084,"Förstärkt stöd till välfärd och företag, insatser mot smittspridning och andra åtgärder med anledning av coronaviruset",0,0,0,0,1,0,0,1,0,0
1085,"Ersättning till riskgrupper, kapitalinsatser i statligt ägda företag och andra åtgärder med anledning av coronaviruset",0,0,0,0,1,0,0,1,0,0
1086,Subsidiaritetsprövning av kommissionens ändrade förslag till beslut om Europeiska unionens egna medel,0,0,0,1,1,1,0,0,0,0
1087,"Riksrevisionens rapport om scenarier inom miljö-, energi-, transport- och bostadspolitiken",0,0,0,0,0,0,0,0,0,0
1088,Statistik över hushållens tillgångar och skulder,0,0,0,0,1,0,0,0,0,0
1090,Utgiftsområde 6 Försvar och samhällets krisberedskap,0,0,0,0,0,0,1,0,0,0
1091,Ett förtydligat statligt ansvar för vissa kärntekniska verksamheter,1,0,0,0,0,0,0,0,0,1
1092,Operativt militärt stöd mellan Sverige-Finland,1,0,0,0,0,0,1,0,0,0
1093,Effektivare kommunal räddningstjänst,0,0,0,0,0,0,1,0,0,0
1094,Skyddsobjekt och obemannade farkoster,0,0,0,0,0,0,1,0,0,1
1095,Totalförsvarsdatalag - personuppgiftsbehandling vid Totalförsvarets rekryteringsmyndighet,0,0,0,0,0,0,0,0,0,1
1096,Riksrevisionens rapport om statens arbete för att förhindra och hantera kärntekniska olyckor,0,0,0,0,0,0,0,0,0,1
1097,Integritetsskydd vid signalspaning i försvarsunderrättelseverksamhet,0,0,0,0,1,0,0,0,0,1
1099,Civilt försvar och krisberedskap,0,0,0,0,0,0,1,0,0,0
1100,Vissa frågor om Försvarsmaktens personal,0,0,0,0,0,0,1,0,0,0
1102,Utgiftsområde 4 Rättsväsendet,1,0,0,0,0,0,1,0,0,0
1103,Skärpta straffrättsliga sanktioner mot företag,0,0,0,0,1,0,0,0,0,0
1104,Förlängda möjligheter för migrations-domstolarna att överlämna mål,0,0,0,0,0,0,1,0,0,0
1105,Riksrevisionens rapport om myndighetsgemensamt arbete mot organiserad brottslighet,0,0,0,0,0,0,1,0,0,0
1106,Ett särskilt straffansvar för samröre med en terroristorganisation,1,0,0,0,0,0,1,0,0,0
1107,Riksrevisionens rapport om styrningen av rättskedjan,1,0,0,0,0,0,0,0,0,0
1108,Stärkt sekretesskydd för hotade personer och snabbare handläggning av vissa hyrestvister,0,0,0,0,0,1,0,0,0,0
1109,2019 års redogörelse för tillämpningen av lagen om särskild utlänningskontroll,0,0,0,0,0,0,1,0,0,0
1111,Samarbete mellan svenska och norska särskilda insatsgrupper i krissituationer,0,0,0,0,0,0,1,0,0,0
1113,Tillsyn över och ingripanden mot advokater och advokatbolag vid tillämpning av penningtvättslagen,0,0,0,0,1,0,1,0,0,0
1114,Redovisning av användningen av hemliga tvångsmedel under 2018,0,0,0,0,0,0,1,0,0,0
1115,Ett förenklat förfarande vid vissa beslut om hemlig avlyssning,0,0,0,0,0,0,1,0,0,1
1116,Barnpornografibrottet och preskription av brott mot barn,0,0,0,0,0,0,1,0,0,0
1117,Ökat skydd mot hedersrelaterad brottslighet,0,0,0,0,0,0,1,0,0,0
1118,Stärkt integritet i Rättsmedicinalverkets verksamhet,0,0,0,0,0,0,1,1,0,0
1124,Fortsatt giltighet av lagen om försök med tillgänglighetsdelgivning i brottmål,0,0,0,0,0,0,1,0,0,0
1126,Omständigheter som särskilt ska beaktas som skäl för livstids fängelse för mord,0,0,0,0,0,0,1,0,0,0
1130,Ett effektivare informationsutbyte mellan polis och socialtjänst vid samverkan mot terrorism,0,0,0,0,0,0,1,0,0,0
1131,Kamerabevakning i kollektivtrafik och apotek - ett enklare förfarande,0,0,0,0,0,1,1,1,0,1
1132,Internationellt samarbete om verkställighet av straff anpassas till nya regler i brottsbalken,0,0,0,0,0,0,1,0,0,0
1133,Straffrättsliga åtgärder mot tillgreppsbrott och vissa andra brott,0,0,0,0,0,0,1,0,0,0
1134,Ett förbud mot spridning av bilder från rättegångar,0,0,0,0,0,0,1,0,0,0
1136,En effektivare hantering av ärenden om överförande av straffverkställighet,0,0,0,0,0,0,1,0,0,0
1137,Inget grundavdrag vid bestämmande av brottsskadeersättning,0,0,0,0,0,0,1,0,0,0
1138,Den gemensamma parlamentariska kontrollgruppen för Europol (JPSG),0,0,0,0,0,0,1,0,0,0
1139,Effektivare hantering av häktningar och minskad isolering,0,0,0,0,0,0,1,0,0,0
1140,Utökad förundersökningsrätt för tullverket,0,0,0,0,1,0,1,0,0,0
1142,Kamerabevakning i brottsbekämpningen  -  ett enklare förfarande,0,0,0,0,0,0,1,0,0,1
1143,Brott mot förtroendevalda,0,0,0,0,0,0,1,0,0,0
1144,Straffrättsliga åtgärder mot utnyttjande av barn genom köp av sexuell handling,0,0,0,0,0,0,1,0,0,0
1145,Ett stärkt straffrättsligt skydd för blåljusverksamhet och myndighetsutövning,0,0,0,0,0,0,1,0,0,0
1146,Ny lag om Säkerhetspolisens behandling av personuppgifter,0,0,0,0,0,0,1,0,0,0
1147,"Utgiftsområde 17 Kultur, medier, trossamfund och fritid",0,0,0,0,0,1,0,0,0,0
1148,Kultur för alla,0,0,0,0,0,1,0,0,0,0
1149,Frågor om film och public service,0,0,0,0,0,1,0,0,0,0
1150,Riksrevisionens rapport om fri entré till statliga museer,0,0,0,0,0,1,0,0,0,0
1151,Villkor och riktlinjer för radio och tv i allmänhetens tjänst 2020-2025,0,0,0,0,0,1,0,0,0,0
1152,Det kyrkliga kulturarvet,0,0,0,0,0,1,0,0,0,0
1153,Säkerhetsarbetet i de statliga centralmuseernas samlingsförvaltning,0,0,0,0,0,1,0,0,0,0
1154,Styrning av kulturområdets institutioner,0,0,0,0,0,1,0,0,0,0
1156,Kultur och fritid för barn och unga,0,0,0,0,0,1,0,0,0,0
1157,Civila samhället inklusive idrott och folkbildning,0,0,0,0,0,1,0,0,0,0
1159,Utgiftsområde 1 Rikets styrelse,1,0,0,0,0,0,0,0,0,0
1160,Granskning av statsrådens tjänsteutövning och regeringsärendenas handläggning,1,0,0,0,0,0,0,0,0,0
1161,Justitieombudsmännens ämbetsberättelse,1,0,0,0,0,0,0,0,0,0
1163,Godkännande av tillfälliga ändringar i presstödet,0,0,0,0,0,1,0,0,0,0
1164,"Tryck- och yttrandefrihet, massmediefrågor",0,0,0,0,0,1,0,0,0,0
1166,Deltagande på distans vid sammanträden i utskotten och EU-nämnden,1,0,0,0,0,0,0,0,0,0
1168,"Kommittéberättelse - kommittéernas verksamhet under 2019, m.m.",1,0,0,0,0,0,0,0,0,0
1170,Riksrevisionens rapport om regeringens styrning av länsstyrelserna,1,0,0,0,0,0,0,0,0,0
1172,Behandlingen av riksdagens skrivelser,1,0,0,0,0,0,0,0,0,0
1173,Verksamhetsredogörelser för riksdagens nämnder,1,0,0,0,0,0,0,0,0,0
1174,Riksrevisionens rapport om valförfarandet,1,0,0,0,0,0,0,0,0,0
1175,Sekretess till skydd för enskilda som lämnat stödförklaringar enligt EU:s nya förordning om det europeiska medborgarinitiativet,1,0,0,0,0,0,0,0,0,0
1176,Ändring av namn på nämnd och vissa rättelser,1,0,0,0,0,0,0,0,0,0
1177,En ny beteckning för kommuner på regional nivå och vissa frågor om regionindelning,1,0,0,0,0,0,0,0,0,0
1178,Översyn av Riksdagens ombudsmän (JO),1,0,0,0,0,0,0,0,0,0
1179,Uppföljning av riksdagens tillämpning av subsidiaritetsprincipen,1,0,0,0,0,0,0,0,0,0
1181,Ändrad kompensationsrätt för riksdagens myndigheter för ingående mervärdesskatt vid representation,1,0,0,0,1,0,0,0,0,0
1182,Avgångsvillkor och karens för riksrevisorn och riksrevisionsdirektören,1,0,0,0,1,0,0,0,0,0
1183,Riksdagens arbetsformer,1,0,0,0,1,0,0,0,0,0
1184,Utgiftsområde 20 Allmän miljö- och naturvård,0,0,0,1,0,0,0,0,0,0
1187,Övergripande miljöfrågor,0,0,0,1,0,0,0,0,0,0
1190,Naturvård och biologisk mångfald,0,0,0,1,0,0,0,0,0,0
1191,En samlad politik för klimatet - klimatpolitisk handlingsplan,0,0,0,1,0,0,0,0,0,0
1192,Kommissionens meddelande Den europeiska gröna given,0,0,0,1,0,0,0,0,0,0
1193,Tillfällig åtgärd för att underlätta övergången till sommarbensin,0,0,0,1,1,0,0,0,0,0
1194,En förbättrad tillsyn på miljöområdet och livsmedelspolitik,0,0,0,1,1,0,0,0,0,0
1195,"Utgiftsområde 23 Areella näringar, landsbygd och livsmedel",0,0,0,1,1,0,0,0,0,0
1196,Genomförande av EU-direktiv på avfallsområdet,0,0,0,1,0,0,0,0,0,0
1197,Utskottsinitiativ om returpappersinsamling,0,0,0,1,0,0,0,0,0,0
1198,Riksrevisionens rapport om statens vägledning av kommunal tillsyn,1,0,0,0,0,0,0,0,0,0
1199,Riksrevisionens rapport om Klimatklivet,1,0,0,1,0,0,0,0,0,0
1200,Förbättrat genomförande av avfallsdirektivet,1,0,0,1,0,0,0,0,0,0
1201,Jakt och viltvård,0,0,0,1,0,0,0,0,0,0
1212,Riksrevisionens granskning av statliga insatser för att underlätta nyföretagande genom digitalisering,1,0,0,0,0,0,0,0,0,1
1213,Riksrevisionens rapport om Konkurrensverkets tillsyn,0,0,0,0,1,0,0,0,0,0
1214,Skärpta straff för de allvarligaste fallen av immaterialrättsintrång,0,0,0,0,0,0,1,0,0,0
1215,Kompletterande bestämmelser till EU:s plattformsförordning,1,0,0,0,0,0,0,0,0,0
1216,Utgiftsområde 19 Regional tillväxt,0,0,0,0,1,0,0,0,0,0
1217,Förlängd giltighetstid för undersökningstillstånd,1,0,0,0,0,0,0,0,0,0
1220,Riksrevisionens rapport om regionala exportcentrum,1,0,0,0,1,0,0,0,0,0
1221,Riksrevisionens rapport om jämställdhet i Almis låneverksamhet,1,0,0,0,1,0,0,0,0,0
1222,Första kontrollstationen för energiöverenskommelsen,0,0,0,0,1,0,0,0,0,0
1223,Transmissionsledningar för naturgas mellan EU och tredjeland,0,0,0,0,1,0,0,0,0,0
1224,Underskott i förhållande till elnätsföretagens intäktsramar för tillsynsperioden 2012-2015,0,0,0,0,1,0,0,0,0,0
1225,Utgiftsområde 10 Ekonomisk trygghet vid sjukdom och funktionsnedsättning,0,0,0,0,1,0,0,1,0,0
1226,Nya regler om uppehållstillstånd för forskning och studier inom högre utbildning,0,1,0,0,0,0,0,0,0,1
1227,Ett socialt hållbart eget boende för asylsökande,0,0,0,1,0,0,1,0,0,0
1228,Ändringar i lagstiftningen om sociala trygghetsförmåner efter det att Förenade kungariket har lämnat EU,1,0,0,0,0,0,1,0,0,0
1229,Riksrevisionens rapport om jämställd sjukfrånvaro,0,0,0,0,1,0,0,1,0,0
1230,Riksrevisionens rapport om mörkertal inom bostadstillägget,0,0,0,0,1,0,0,0,0,0
1231,Förstärkt nedsättning av arbetsgivaravgifter för personer som arbetar med forskning eller utveckling,0,0,0,0,1,0,0,1,0,0
1240,Några frågor om rehabiliteringsersättning och vårdbidrag,0,0,0,0,1,0,0,1,0,0
1241,Nya direktiv till utredningen om arbetskraftsinvandring,0,0,0,0,1,0,0,0,0,0
1242,Utgiftsområde 12 Ekonomisk trygghet för familjer och barn,0,0,0,0,1,1,0,0,0,0
1244,En riktålder för höjda pensioner och följsamhet till ett längre liv,0,0,0,0,1,1,0,1,0,0
1245,Ytterligare fortsatt utbetalning av garantipension,0,0,0,0,1,0,0,0,0,0
1246,Förbättrat grundskydd för pensionärer,0,0,0,0,1,0,0,0,0,0
1247,Ett starkare skydd för välfärdssystemen,0,0,0,0,1,0,1,0,0,0
1248,Riksrevisionens rapport om bostadsbidrag och trångboddhet,0,0,0,0,1,0,0,0,0,0
1249,"Utgiftsområde 3 Skatt, tull och exekution",0,0,0,0,1,0,0,0,0,0
1250,Nya anståndsregler i vissa gränsöverskridande situationer samt ändring av reglerna om periodiseringsfonder och ersättningsfonder vid utflyttning,0,0,0,0,1,0,1,0,0,0
1251,Anstånd med kupongskatt i vissa fall,0,0,0,0,1,0,0,0,0,0
1252,Skatt på avfallsförbränning,0,0,0,1,1,0,0,0,0,0
1253,Skatt på plastbärkassar,0,0,0,1,1,0,0,0,0,0
1254,Genomförande av EU:s direktiv om automatiskt utbyte av upplysningar som rör rapporteringspliktiga gränsöverskridande arrangemang,1,0,0,0,0,0,1,0,0,0
1255,Sänkt skatt på drivmedel,0,0,0,1,1,0,0,0,0,0
1256,Trängselskatt i Marieholmstunneln i Göteborg,0,0,0,0,1,1,1,0,0,0
1257,Ändring i skatteavtalet mellan Sverige och Brasilien,1,0,0,0,1,0,0,0,0,0
1258,Höjt tak för uppskov med kapitalvinst vid avyttring av privatbostad,0,0,0,0,1,0,0,0,0,0
1259,Redovisning av skatteutgifter 2020,0,0,0,0,1,0,0,0,0,0
1260,Ändring i det nordiska skatteavtalet,0,0,0,0,1,0,0,0,0,0
1265,Skatteförfarande och folkbokföring,0,0,0,0,1,0,0,0,0,0
1266,Vissa ändringar i avfallsskattelagen,0,0,0,1,1,0,0,0,0,0
1267,Ändring i skatteavtalet mellan Sverige och Schweiz,0,0,0,0,1,0,0,0,0,0
1268,Uppskov med behandlingen av ärende,1,0,0,0,1,0,0,0,0,0
1269,Förlängd anmälningstid för avstämning av preliminärt stöd vid korttidsarbete,0,0,0,0,1,0,0,0,0,0
1270,Genomförande av direktivet om skattetvistlösningsmekanismer inom EU,1,0,0,0,1,0,0,0,0,0
1271,Ändrade mervärdesskatteregler vid gränsöverskridande handel mellan företag,0,0,0,0,1,0,0,0,0,0
1272,Skatteregler för tjänstepensionsföretag,0,0,0,0,1,0,0,0,0,0
1273,Ändring i skatteavtalet mellan Sverige och Portugal,0,0,0,0,1,0,0,0,0,0
1275,Genomförande av regler i EU:s direktiv mot skatteundandraganden för att neutralisera effekterna av hybrida missmatchningar,0,0,0,0,1,0,0,0,0,0
1276,Genomförande av regler om beskattning av inkomst från obeaktat fast driftställe i EU:s direktiv mot skatteundandraganden,0,0,0,0,1,0,0,0,0,0
1277,"Utgiftsområde 9 Hälsovård, sjukvård och social omsorg",0,0,0,0,0,0,0,1,0,0
1278,Frågor om psykisk hälsa,0,0,0,0,0,0,0,1,0,0
1279,Hälso- och sjukvårdens organisation m.m.,0,0,0,0,0,0,0,1,0,0
1280,Kompetensförsörjning och prioriteringar inom hälso- och sjukvården m.m.,0,0,0,0,0,0,0,1,0,0
1281,Särskilt förordnande inom hälso- och sjukvården,0,0,0,0,0,0,0,1,0,0
1282,Riksrevisionens rapport om ej verkställda beslut - rapporteringsskyldighet och särskild avgift i SoL och LSS,1,0,0,0,0,0,0,1,0,0
1283,Förbättringar för barn inom den psykiatriska tvångsvården,0,0,0,0,0,0,0,1,0,0
1284,Personlig assistans för samtliga hjälpmoment som avser andning och måltider i form av sondmatning,0,0,0,0,0,0,1,1,0,0
1285,Förbättrade möjligheter till bilstöd,0,0,0,0,1,0,0,0,0,0
1286,Riksrevisionens rapport om Inspektionen för vård och omsorg,0,0,0,0,0,0,0,1,0,0
1287,Covid-19 och ändringar i smittskyddslagen,0,0,0,0,0,0,0,1,0,0
1288,Redovisning av fördelning av medel från Allmänna arvsfonden under budgetåret 2018,1,0,0,0,1,0,0,0,0,0
1289,Tillfälliga bemyndiganden i smittskyddslagen med anledning av det virus som orsakar covid-19,1,0,0,0,0,0,0,1,0,0
1290,Ersättning till särskilt sårbara grupper i arbetsför ålder,0,0,0,0,1,0,0,0,0,0
1291,Senarelagt införande av nationell läkemedelslista och bastjänstgöring för läkare,0,0,0,0,0,0,0,1,0,0
1292,Ändrade övergångsbestämmelser när det gäller medicintekniska produkter,0,0,0,0,0,0,0,1,0,0
1293,Vistelsekommuners ansvar för socialtjänstinsatser,0,0,0,0,1,0,1,1,0,0
1294,En ny lag om tillfälliga smittskyddsåtgärder på serveringsställen,1,0,0,0,0,0,0,1,0,0
1295,Särskild beräkning av tandvårdsersättning med anledning av sjukdomen covid-19,0,0,0,0,0,0,0,1,0,0
1296,Personlig assistans för hjälp med andning,0,0,0,0,1,0,0,1,0,0
1299,Apoteks- och läkemedelsfrågor,0,0,0,0,0,0,0,1,0,0
1300,"Alkohol-, narkotika-, dopnings- och tobaksfrågor",0,0,0,0,0,0,0,1,0,0
1301,Stöd till personer med funktionsnedsättning,0,0,0,0,0,0,0,1,0,0
1302,Socialtjänst- och barnfrågor,0,0,0,0,0,0,1,0,0,0
1303,Utgiftsområde 22 Kommunikationer,1,0,0,0,1,0,0,0,0,0
1304,Genomförande av ändringar i yrkesförardirektivet,1,0,0,0,1,0,0,0,0,0
1307,Användningsförbud och avskyltning av fordon med obetalda felparkerings-avgifter,1,0,0,0,0,0,1,0,0,0
1309,Järnvägs- och kollektivtrafikfrågor,0,0,0,0,0,0,1,0,0,0
1310,Ökat skydd för sjömäns anställning vid sjöröveri eller väpnat rån mot fartyg,0,0,0,0,0,0,1,0,0,0
1311,Kompletterande bestämmelser till EU:s förordning om godkännande av och marknadskontroll över motorfordon,0,0,0,0,1,0,1,0,0,0
1312,Förlängd giltighetstid för yrkeskompetensbevis,0,0,0,0,1,0,1,0,0,0
1313,Genomförande av EU:s reviderade direktiv om säkerhet ombord på passagerarfartyg,0,0,0,0,0,0,1,0,0,0
1314,Genomförande av EU:s direktiv om arbete ombord på fiskefartyg,0,0,0,1,1,0,0,0,0,0
1315,Skydd av Sveriges säkerhet vid radioanvändning,0,0,0,0,0,0,1,0,0,1
1321,Utgiftsområde 16 Utbildning och universitetsforskning,0,1,0,0,0,0,0,0,0,1
1322,Övergripande skolfrågor,0,1,0,0,0,0,0,0,0,0
1323,Grundläggande frågor om utbildning,0,1,0,0,0,0,0,0,0,0
1329,Protokoll om immunitet och privilegier för Europeiska organisationen för kärnforskning,0,0,0,0,0,0,0,1,0,1
1330,Stiftelsen Riksbankens Jubileumsfonds verksamhet och årsredovisning 2019,1,0,0,0,1,0,0,0,0,0
1331,En mer ändamålsenlig dataskyddsreglering för studiestödsverksamheten,0,1,0,0,0,0,0,0,0,1
1332,Utgiftsområde 15 Studiestöd,0,1,0,0,0,0,0,0,0,0
1333,Vitbok om artificiell intelligens,0,0,0,0,0,0,0,0,0,1
1334,Riksrevisionens rapport om resurseffektivitet och produktivitet vid Sveriges lärosäten i nordisk jämförelse,1,1,0,0,0,0,0,0,0,0
1335,Komvux för stärkt kompetensförsörjning,0,1,0,0,0,0,0,0,0,0
1336,"Fjärrundervisning, distansundervisning och vissa frågor om entreprenad",0,1,0,0,0,0,0,0,0,0
1337,"Fjärrundervisning, distansundervisning och vissa frågor om entreprenad",0,1,0,0,0,0,0,0,0,0
1338,Lag om tillfällig stängning av verksamheter på skolområdet vid extraordinära händelser i fredstid,0,1,0,0,0,0,0,0,0,0
1339,Vitbok om artificiell intelligens,0,0,0,0,0,0,0,0,0,1
1340,Skolinspektionens uppföljning av brister i skolor,0,1,0,0,0,0,0,0,0,0
1341,Etikprövning av forskning - tydligare regler och skärpta straff,0,1,0,0,0,0,0,0,0,1
1342,Behandling av personuppgifter vid hantering av oredlighet i forskning,0,1,0,0,0,0,0,0,0,1
1343,Rätt till utbildning i förskoleklass för barn till beskickningsmedlemmar från tredjeland,0,1,0,0,0,0,0,0,0,0
1344,Grundsärskolans kunskapsuppdrag,0,1,0,0,0,0,0,0,0,0
1347,Fortsatt svenskt deltagande i Natos utbildnings- och rådgivningsinsats Resolute Support Mission i Afghanistan,0,0,0,0,0,0,1,0,0,0
1348,Fortsatt svenskt deltagande i den militära utbildningsinsatsen i Irak,0,0,0,0,0,0,1,0,0,0
1349,Svenskt deltagande i Förenta nationernas stabiliseringsinsats i Mali,0,0,0,0,0,0,1,0,0,0
1350,Svenskt deltagande i militär insats för stärkt säkerhet i Mali,0,0,0,0,0,0,1,0,0,0
1351,Operativt militärt stöd mellan Sverige och Finland,0,0,0,0,0,0,1,0,0,0
1352,Utgiftsområde 5 Internationell samverkan,0,0,0,0,0,0,1,0,0,0
1353,Verksamheten i Europeiska unionen under 2019,0,0,0,0,0,0,1,0,0,0
1354,Strategisk exportkontroll 2019 - krigsmateriel och produkter med dubbla användningsområden,0,0,0,0,0,0,1,0,0,0
1355,Interparlamentariska unionen (IPU),0,0,0,0,0,0,1,0,0,0
1356,Riksrevisionens rapport om Sidas humanitära bistånd och långsiktiga utvecklingssamarbete,0,0,0,0,0,0,1,0,0,0
1357,Nordiskt och arktiskt samarbete,0,0,0,0,0,0,1,0,0,0
1359,Det östliga partnerskapet efter 2020,0,0,0,0,0,0,1,0,0,0
1360,Resultatskrivelse om utvecklingssamarbete och humanitärt bistånd genom multilaterala organisationer,0,0,0,0,0,0,1,0,0,0
1361,Granskning av utländska direktinvesteringar,0,0,0,0,0,0,1,0,0,0
1362,Utgiftsområde 7 Internationellt bistånd,0,0,0,0,0,0,1,0,0,0
1363,"Avtal om politisk dialog och samarbete mellan Europeiska unionen och dess medlemsstater, å ena sidan, och Republiken Kuba, å andra sidan",0,0,0,0,0,0,1,0,0,0
1364,Arbetet i frågor som rör Kina,0,0,0,0,0,0,1,0,0,0
1365,Kommissionens arbetsprogram 2020 och kommissionens meddelande om konferensen om Europas framtid,0,0,0,0,0,0,1,0,0,0
1366,Sveriges feministiska utrikespolitik,1,0,0,0,0,0,1,0,0,0
1367,Organisationen för säkerhet och samarbete i Europa (OSSE),0,0,0,0,0,0,1,0,0,0
1370,Utgiftsområde 13 Jämställdhet och nyanlända invandrares etablering,0,0,0,0,0,0,1,0,0,0
1371,Jämställdhet och åtgärder mot diskriminering,0,0,0,0,0,0,1,0,0,0
1372,En god arbetsmiljö för framtiden – regeringens arbetsmiljöstrategi 2021–2025 m.m.,0,0,0,1,0,0,1,0,0,0
1373,Riksrevisionens rapport om statens insatser mot exploatering av arbetskraft,0,0,0,0,1,0,0,0,0,0
1374,Genomförande av visselblåsardirektivet,0,0,0,0,0,0,1,0,0,0
1375,Undantag för deltidsbrandmän vid beräkning av arbetslöshetsersättning,0,0,0,0,1,0,0,0,0,0
